2,1
132,1
4,1
137,1
138,1
142,1
22,1
27,1
157,1
285,1
32,1
165,1
38,1
40,1
44,1
309,1
185,1
57,1
187,1
60,1
193,1
67,1
328,1
216,1
94,1
355,1
104,1
235,1
114,1
116,1
118,1
1,2
3,2
134,2
136,2
140,2
18,2
284,2
156,2
28,2
35,2
167,2
43,2
313,2
315,2
188,2
316,2
62,2
194,2
327,2
199,2
339,2
347,2
354,2
99,2
229,2
358,2
236,2
109,2
241,2
133,3
135,3
141,3
13,3
146,3
155,3
33,3
39,3
168,3
314,3
74,3
210,3
83,3
85,3
100,3
357,3
359,3
362,3
115,3
119,3
379,3
64,4
162,4
195,4
130,4
5,4
360,4
105,4
41,4
174,4
47,4
211,4
23,4
183,4
29,4
382,4
128,5
350,5
68,5
58,5
37,5
7,5
361,5
332,5
45,5
335,5
176,5
117,5
86,5
24,5
186,5
254,5
131,6
292,6
261,6
8,6
139,6
108,6
15,6
51,6
20,6
342,6
248,6
59,6
383,6
352,7
65,7
102,7
9,7
173,7
110,7
48,7
17,7
61,7
52,7
21,7
381,7
31,7
66,8
258,8
6,8
296,8
169,8
111,8
274,8
19,8
149,8
280,8
218,8
160,9
196,9
71,9
106,9
75,9
14,9
208,9
338,9
147,9
53,9
88,9
25,9
158,9
223,9
36,10
197,10
170,10
10,10
333,10
337,10
209,10
95,10
90,10
380,10
190,10
159,10
256,11
297,11
107,11
12,11
112,11
273,11
80,11
179,11
279,11
26,11
30,11
257,12
322,12
161,12
34,12
11,12
76,12
113,12
212,12
55,12
153,12
349,12
63,12
353,13
226,13
73,13
266,13
203,13
79,13
49,13
50,13
92,13
286,13
163,14
356,14
69,14
70,14
263,14
42,14
205,14
270,14
81,14
56,14
317,14
225,15
164,15
265,15
143,15
272,15
16,15
84,15
278,15
54,15
126,15
351,15
96,16
72,16
201,16
172,16
206,16
78,16
144,16
46,16
311,16
89,16
191,16
227,17
230,17
295,17
77,17
219,17
207,17
151,17
312,17
283,17
93,17
97,18
166,18
262,18
82,18
276,18
245,18
121,18
282,18
348,18
192,19
289,19
294,19
264,19
267,19
244,19
182,19
87,19
288,20
98,20
268,20
214,20
343,20
346,20
91,20
384,21
228,21
324,21
101,21
148,21
181,21
120,21
200,22
171,22
239,22
180,22
150,22
217,22
220,22
318,22
103,23
298,23
204,23
184,23
345,23
122,23
287,23
385,24
290,24
259,24
329,24
305,24
189,24
250,24
221,24
320,25
260,25
300,25
307,25
275,25
281,25
123,25
325,26
301,26
303,26
340,26
152,26
124,26
321,27
232,27
175,27
304,27
341,27
125,27
331,28
269,28
271,28
215,28
127,28
255,28
291,29
323,29
231,29
177,29
344,29
326,30
363,30
306,30
243,30
376,30
378,30
129,31
293,31
202,31
240,31
308,31
377,32
154,32
233,32
246,32
368,33
369,33
365,33
366,33
224,34
145,34
299,34
334,34
370,35
372,35
373,35
374,35
375,35
364,36
198,36
310,36
247,36
178,37
252,37
213,37
222,37
253,38
302,38
319,38
242,39
330,39
251,39
249,40
277,40
336,41
234,41
371,42
367,43
238,44
237,45
